id,lat,lon,name,owner,pgm,type,met,currents,waterquality,dart,elev,seq
45158,59,-94,Hudson Bay,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,,
45159,43.77,-78.98,NW Lake Ontario Ajax,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,75,
45161,43.185,-86.355,"Muskegon Buoy, MI",GLERL,IOOS Partners,buoy,n,n,n,n,176,
45162,44.988,-83.27,"Thunder Bay Buoy, Alpena, MI",GLERL,IOOS Partners,buoy,n,n,n,n,176,
45163,43.983,-83.595,"Saginaw Bay Buoy, MI",GLERL,IOOS Partners,buoy,n,n,n,n,176,
45164,41.732,-81.694,"Cleveland Buoy, OH",Limno Tech,IOOS Partners,buoy,n,n,n,n,174.2,
45165,41.702,-83.261,"Toledo Water Intake Buoy, Oregon, OH",Limno Tech,IOOS Partners,buoy,n,n,n,n,174,
45166,44.785,-73.258,Lake Champlain - Inland Sea,Vermont EPSCOR,IOOS Partners,buoy,n,n,n,n,30,
45167,42.185,-80.135,"Erie Nearshore Buoy, Erie, PA",Regional Science Consortium,IOOS Partners,buoy,n,n,n,n,173.9,
45168,42.397,-86.331,"South Haven Buoy, MI",Limno Tech,IOOS Partners,buoy,n,n,n,n,177,
45169,41.615,-81.821,"Lakewood Buoy, OH",Limno Tech,IOOS Partners,buoy,n,n,n,n,174,
45170,41.755,-86.968,"Michigan City Buoy, IN",Illinois-Indiana Sea Grant and Purdue Civil Engineering,IOOS Partners,buoy,n,n,n,n,177,
45171,46.724,-87.411,"Granite Island Buoy, Granite Island, MI",Northern Michigan University,IOOS Partners,buoy,n,n,n,n,183,
45172,46.74,-85.98,"Grand Marais Buoy, Grand Marais, MI",Northern Michigan University,IOOS Partners,buoy,n,n,n,n,183,
45173,46.573,-86.572,"Munising Buoy, Munising, MI",Northern Michigan University,IOOS Partners,buoy,n,n,n,n,178,
45174,42.135,-87.655,"Wilmette Buoy, IL",Illinois-Indiana Sea Grant and Purdue Civil Engineering,IOOS Partners,buoy,n,n,n,n,176,
45175,45.825,-84.772,"Mackinac Straits West, Mackinaw City, MI ",Michigan Technological University,IOOS Partners,buoy,n,n,n,n,176,
45176,41.55,-81.765,"Cleveland Intake Crib Buoy, OH",Limno Tech,IOOS Partners,buoy,n,n,n,n,174,
45177,41.894,-87.613,"Ohio St. Beach, Chicago, IL",Chicago Park District,IOOS Partners,buoy,n,n,n,n,176,
45178,44.603,-73.394,"1 NM SE of Valcour Island, NY",SUNY Plattsburgh Center for Earth and Environmental Science/Lake Champlain Research Institute,IOOS Partners,buoy,n,n,n,n,30,
45179,47.195,-87.224,Stannard Rock Buoy,Superior Watershed Partnership,IOOS Partners,buoy,n,n,n,n,178,
45180,48.034,-87.73,"Isle of Royale East, MI (230)",U.S. Army Corps of Engineers,IOOS Partners,buoy,n,n,n,n,0,
45183,44.982,-85.831,Sleeping Bear Dunes,National Park Service - Sleeping Bear Dunes,IOOS Partners,buoy,n,n,n,n,176,
45186,42.368,-87.795,"Waukegan Buoy, IL",University of Illinois at Urbana-Champaign,IOOS Partners,buoy,n,n,n,n,176,
45187,42.491,-87.779,"Winthrop Harbor Buoy, IL",University of Illinois at Urbana-Champaign,IOOS Partners,buoy,n,n,n,n,176,
45188,44.094,-73.423,Champlain Bridge Buoy,SUNY Plattsburgh Center for Earth and Environmental Science/Lake Champlain Research Institute,IOOS Partners,buoy,n,n,n,n,30,
46001,56.232,-147.949,"WESTERN GULF OF ALASKA  - 175NM SE of Kodiak, AK",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
46002,42.664,-130.536,"WEST OREGON - 275NM West of Coos Bay, OR",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46004,50.93,-136.1,Middle Nomad,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46005,46.134,-131.079,"WEST WASHINGTON - 300NM West of Aberdeen, WA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46006,40.772,-137.376,"SOUTHEAST PAPA - 600NM West of Eureka, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46011,34.956,-121.019,"SANTA MARIA - 21NM NW of Point Arguello, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46012,37.356,-122.881,"HALF MOON BAY - 24NM SSW of San Francisco, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46013,38.253,-123.303,"BODEGA BAY - 48NM NW of San Francisco, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46014,39.231,-123.974,"PT ARENA - 19NM North of Point Arena, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46015,42.752,-124.844,"PORT ORFORD - 15 NM West of Port Orford, OR",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46022,40.703,-124.554,"EEL RIVER - 17NM WSW of Eureka, CA",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,0,
46025,33.758,-119.044,"Santa Monica Basin - 33NM WSW of Santa Monica, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46026,37.754,-122.839,"SAN FRANCISCO - 18NM West of San Francisco, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46027,41.852,-124.38,"ST GEORGES - 8 NM NW of Crescent City, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46028,35.774,-121.905,"CAPE SAN MARTIN - 55NM West NW of Morro Bay, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46029,46.143,-124.485,COLUMBIA RIVER BAR - 20NM West of Columbia River Mouth,NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46035,57.016,-177.703,"CENTRAL BERING SEA - 310 NM North of Adak, AK",NDBC,NDBC Meteorological/Ocean,buoy,n,n,n,n,0,
46036,48.35,-133.94,South Nomad,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
46041,47.353,-124.742,"CAPE ELIZABETH- 45NM NW of Aberdeen, WA",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
46042,36.785,-122.398,"MONTEREY - 27NM WNW of Monterey, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46047,32.404,-119.506,"TANNER BANK - 121 NM West of San Diego, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46050,44.669,-124.546,"STONEWALL BANK - 20NM West of Newport, OR",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46053,34.241,-119.839,"EAST SANTA BARBARA  - 12NM Southwest of Santa Barbara, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46054,34.265,-120.477,"WEST SANTA BARBARA  38 NM West of Santa Barbara, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46059,38.094,-129.951,"WEST CALIFORNIA - 357NM West of San Francisco, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46060,60.587,-146.819,"WEST ORCA BAY - 8NM NW of Hinchinbrook Is., AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46061,60.238,-146.833,"Seal Rocks - Between Montague and Hinchinbrook Islands, AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46066,52.765,-155.009,"SOUTH KODIAK - 310NM SSW of Kodiak, AK",NDBC,NDBC Meteorological/Ocean,buoy,n,n,n,n,0,
46069,33.677,-120.213,SOUTH SANTA ROSA IS. CA,NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46070,55.008,175.183,"SOUTHWEST BERING SEA - 142NM NNE OF ATTU IS, AK",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
46071,51.125,179.012,"WESTERN ALEUTIANS - 14NM SOUTH OF AMCHITKA IS, AK ",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46072,51.672,-172.088,CENTRAL ALEUTIANS 230 NM SW Dutch Harbor,NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
46073,55.009,-172.002,"SOUTHEAST BERING SEA - 205 NM WNW of Dutch Harbor, AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46075,53.983,-160.817,"SHUMAGIN ISLANDS - 85NM South of Sand Point, AK",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,0,
46076,59.471,-148.009,"CAPE CLEARE - 17 NM South of Montague Is,  AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46077,57.902,-154.176,"SHELIKOF STRAIT, AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46078,55.556,-152.582,"ALBATROSS BANK - 104NM South of Kodiak Is., AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46080,57.947,-150.042,"PORTLOCK BANK- 76 NM ENE of Kodiak, AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46081,60.802,-148.283,Western Prince William Sound,NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46082,59.681,-143.372,"Cape Suckling - 35 NM SE of Kayak Is, AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46083,58.27,-138.019,"Fairweather Grounds 105 NM West  of Juneau, AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46084,56.622,-136.102,"CAPE EDGECUMBE - 25NM SSW of Cape Edgecumbe, AK",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46085,55.883,-142.882,"CENTRAL GULF OF ALASKA -  265NM West of Cape Ommaney, AK",NDBC,NDBC Meteorological/Ocean,buoy,y,n,n,n,0,
46086,32.499,-118.052,"SAN CLEMENTE BASIN - 27NM SE Of San Clemente Is, CA",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
46087,48.493,-124.726,"Neah Bay - 6 NM North of Cape Flattery, WA     (Traffic Separation Lighted Buoy)",NDBC,NDBC Meteorological/Ocean,buoy,n,n,n,n,0,
46088,48.332,-123.179,"NEW DUNGENESS - 17 NM NE of Port Angeles, WA",NDBC,NDBC Meteorological/Ocean,buoy,y,y,n,n,0,
46089,45.925,-125.771,"TILLAMOOK, OR - 85 NM WNW of Tillamook, OR",NDBC,NDBC Meteorological/Ocean,other,n,n,n,n,0,
46092,36.751,-122.029,MBM1,MBARI,IOOS Partners,buoy,y,n,n,n,0,
46096,46.173,-124.127,Columbia River Entrance - SATURN Station #02 Offshore,Center for Coastal Margin Observation and Prediction,IOOS Partners,buoy,n,n,n,n,0,
46097,44.639,-124.304,OOI Newport Shelf,Ocean Observatories Initiative,IOOS Partners,buoy,y,n,y,n,0,
46098,44.381,-124.956,OOI Waldport Offshore,Ocean Observatories Initiative,IOOS Partners,buoy,y,n,y,n,0,
46099,46.986,-124.566,OOI Westport Shelf,Ocean Observatories Initiative,IOOS Partners,buoy,y,n,y,n,0,
46100,46.851,-124.972,OOI Westport Offshore,Ocean Observatories Initiative,IOOS Partners,buoy,y,n,y,n,0,
46108,59.597,-151.83,Lower Cook Inlet (204),Alaska Ocean Observing System,IOOS Partners,buoy,y,y,n,n,0,
46114,36.699,-122.343,"West Monterey Bay, CA (185)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46116,46.287,-124.016,"SATURN Estuary Station #07, Baker Bay, WA",Center for Coastal Margin Observation and Prediction,IOOS Partners,buoy,n,n,n,n,0,
46117,46.176,-123.869,"SATURN Estuary Station #09, Youngs Bay, OR",Center for Coastal Margin Observation and Prediction,IOOS Partners,buoy,n,n,n,n,0,
46118,48.724,-122.576,Se'lhaem Bellingham Bay,Northwest Association of Networked Ocean Observing Systems,IOOS Partners,buoy,n,n,n,n,0,
46119,47.967,-124.95,Cha'Ba La Push,Northwest Association of Networked Ocean Observing Systems,IOOS Partners,buoy,n,n,n,n,0,
46120,47.761,-122.397,"Pt Wells, WA (U of Wash)",University of Washington,IOOS Partners,buoy,y,n,n,n,0,
46121,47.28,-122.73,"Carr Inlet, WA (U of Wash) ",University of Washington,IOOS Partners,buoy,y,n,n,n,0,
46122,47.803,-122.803,"Dabob Bay, WA (U of Wash)",University of Washington,IOOS Partners,buoy,n,n,n,n,0,
46123,47.375,-123.008,"Twanoh - Hood Canal, WA (U of Wash)",University of Washington,IOOS Partners,buoy,n,n,n,n,0,
46124,47.422,-123.113,"Hoodsport - Hood Canal, WA (U of Wash)",University of Washington,IOOS Partners,buoy,n,n,n,n,0,
46125,47.907,-122.627,"Hansville - Hood Canal, WA",University of Washington,IOOS Partners,buoy,y,n,n,n,0,
46127,46.215,-124.063,"SATURN Offshore Station #10, Columbia River, South Jetty, OR",Center for Coastal Margin Observation and Prediction,IOOS Partners,buoy,n,n,n,n,0,
46128,43.292,-124.538,"Buoy CB-06 - West of Coos Bay, OR",Northwest Association of Networked Ocean Observing Systems,IOOS Partners,buoy,y,n,y,n,0,
46131,49.91,-124.99,Sentry Shoal,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46132,49.74,-127.93,South Brooks,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46134,48.65,-123.5,Pat Bay,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,0,
46145,54.37,-132.44,Central Dixon Entrance Buoy,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46146,49.34,-123.73,Halibut Bank,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46147,51.83,-131.22,South Moresby,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46181,53.83,-128.83,Nanakwa Shoal,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46183,53.62,-131.1,North Hecate Strait,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46184,53.91,-138.85,North Nomad,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46185,52.42,-129.79,South Hecate Strait,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46204,51.38,-128.77,West Sea Otter,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46205,54.19,-134.32,West Dixon Entrance,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46206,48.84,-126,La Perouse Bank,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46207,50.87,-129.92,East Dellwood,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46208,52.52,-132.69,West Moresby,Environment and Climate Change Canada,International Partners,buoy,y,n,n,n,0,
46211,46.858,-124.244,"Grays Harbor, WA (036)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46213,40.295,-124.732,"Cape Mendocino, CA (094)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46214,37.937,-123.463,"Point Reyes, CA (029)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46215,35.204,-120.859,"Diablo Canyon, CA (076)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46218,34.454,-120.783,"Harvest, CA (071)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46219,33.225,-119.882,"San Nicolas Island, CA (067)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46221,33.855,-118.634,"Santa Monica Bay, CA (028)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46222,33.618,-118.317,"San Pedro, CA (092)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46224,33.178,-117.472,"Oceanside Offshore, CA (045)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46225,32.933,-117.391,"Torrey Pines Outer, CA (100)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46229,43.772,-124.549,"UMPQUA OFFSHORE, OR (139)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46232,32.517,-117.425,"Point Loma South, CA  (191)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46235,32.57,-117.169,"Imperial Beach Nearshore, CA (155)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,,
46237,37.786,-122.635,"San Francisco Bar, CA  (142)",SCRIPPS,IOOS Partners,buoy,y,y,n,n,0,
46239,36.343,-122.096,"Point Sur, CA (157)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46240,36.626,-121.907,"Cabrillo Point, Monterey Bay, CA  (158)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46242,33.22,-117.439,"Camp Pendleton Nearshore, CA  (043)",SCRIPPS,IOOS Partners,buoy,n,n,n,n,0,
46243,46.216,-124.128,"Clatsop Spit, OR (162)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46244,40.896,-124.357,"Humboldt Bay, North Spit, CA (168)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46246,50.017,-145.17,Ocean Station PAPA  (166),"APL-UW, University of Washington Applied Physics Laboratory",IOOS Partners,buoy,y,n,n,n,0,
46248,46.133,-124.644,"Astoria Canyon, OR  (179)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46251,33.761,-119.559,"Santa Cruz Basin, CA (203)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46253,33.576,-118.181,"San Pedro South, CA (213)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46254,32.868,-117.267,"SCRIPPS Nearshore, CA (201)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46256,33.7,-118.201,"Long Beach Channel, CA (215)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46258,32.752,-117.501,"Mission Bay West, CA (220)",SCRIPPS,IOOS Partners,buoy,y,n,n,n,0,
46259,34.767,-121.497,"Santa Lucia Escarpment, CA (222)",U.S. Army Corps of Engineers,IOOS Partners,buoy,y,n,n,n,0,
46264,57.479,-151.695,"Kodiak, AK (236)",National Renewable Energy Laboratory,IOOS Partners,buoy,y,n,n,n,0,
46265,64.473,-165.475,"Nome, AK (241)",Alaska Ocean Observing System,IOOS Partners,buoy,n,n,n,n,0,
46266,32.957,-117.279,"Del Mar Nearshore, CA (153)",U.S. Army Corps of Engineers,IOOS Partners,buoy,y,y,n,n,0,
46267,48.173,-123.607,"Angeles Point, WA (248)",SCRIPPS,IOOS Partners,buoy,y,y,n,n,0,
46268,34.022,-118.578,"Topanga Nearshore, CA (103)",SCRIPPS,IOOS Partners,buoy,y,y,n,n,0,
46402,50.978,-163.948," South Dutch Harbor - 220 NM SSE of Dutch Harbor, AK",NDBC,Tsunami,dart,n,n,n,y,,
46403,52.663,-156.778,"SOUTHEAST SHUMAGIN ISLAND - 186 NM SE of Shumagin Is, AK",NDBC,Tsunami,dart,n,n,n,y,,
46404,45.848,-128.775,"WEST ASTORIA - 230 NM West of Astoria, OR",NDBC,Tsunami,dart,n,n,n,y,,
46407,42.705,-128.835,"NEWPORT - 210NM West of Coos Bay, OR",NDBC,Tsunami,dart,n,n,n,y,,
46408,49.662,-169.9," NIKOLSKI - 212 NM South of Umnak Is, AK",NDBC,Tsunami,dart,n,n,n,n,,
46409,55.31,-148.55,"SOUTHEAST KODIAK - 210 NM SE of Kodiak, AK",NDBC,Tsunami,dart,n,n,n,y,,
46410,57.632,-143.75,"SOUTH CORDOVA 188NM SSE of Cordova, AK",NDBC,Tsunami,dart,n,n,n,y,,
46411,39.34,-127.07,"Mendocino - 150 NM West of  Mendocino Bay, CA",NDBC,Tsunami,dart,n,n,n,y,,
46413,48,-174.228,"SOUTH-SOUTHEAST ADAK - 243 NM SSE of Adak Island, AK",NDBC,Tsunami,dart,n,n,n,n,,
46414,53.726,-152.483,"SOUTHEAST CHIRIKOF - 165 NM SE of Chirikof Island, AK",NDBC,Tsunami,dart,n,n,n,y,,
46415,52.98,-139.95,"SOUTHWEST JUNEAU - 370 NM SW of Juneau, AK",NDBC,Tsunami,dart,n,n,n,y,,
46416,49.901,-134.395,"WEST VANCOUVER - 442NM West of Vancouver, BC, Canada",NDBC,Tsunami,dart,n,n,n,y,,
46419,48.805,-129.622,"NORTHWEST SEATTLE - 300 NM WNW of Seattle, WA",NDBC,Tsunami,dart,n,n,n,y,,
46518,44.5,-170,Drifting Buoy,NWS Alaska Region,International Partners,buoy,n,n,n,n,,
48021,70.35,-133,Tuktoyaktuk,Environment and Climate Change Canada,International Partners,buoy,n,n,n,n,,
48400,50.055,-144.873,Ocean Climate Station Papa,NOAA/PMEL,IOOS Partners,buoy,y,n,n,n,0,
48900,30,-90,(ng291),NAVO,IOOS Partners,other,n,n,n,n,,
48901,30,-90,(ng297),NAVO,IOOS Partners,other,n,n,n,n,,
48911,30,-90,SG553,Shell Oil,IOOS Partners,other,n,n,n,n,,
48912,30,-90,NG213 - 4800912,NAVO,IOOS Partners,other,n,n,n,n,,
48915,30,-90,SG187,University of Washington - APL,IOOS Partners,other,n,n,n,n,,
48916,30,-90,SG609,AOML,IOOS Partners,other,n,n,n,n,,
48917,30,-90,SG610,AOML,IOOS Partners,other,n,n,n,n,,
48919,30,-90,NG284 - 4800919,NAVO,IOOS Partners,other,n,n,n,n,,
51000,23.528,-153.792,NORTHERN HAWAII ONE - 245NM NE of Honolulu HI,NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
51001,24.453,-162,"NORTHWESTERN HAWAII ONE - 188 NM NW of Kauai Island, HI",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
51002,17.043,-157.742,"SOUTHWEST HAWAII - 215NM SSW of Hilo, HI",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
51003,19.175,-160.625,"WESTERN  HAWAII - 205 NM SW of Honolulu, HI",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
51004,17.533,-152.255,"SOUTHEAST HAWAII - 205 NM Southeast of Hilo, HI",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
51006,9,-140,9N 140W,NDBC,TAO,tao,,,,,0,24
51007,5,-140,5N 140W,NDBC,TAO,tao,,,,,0,25
51008,2,-140,2N 140W,NDBC,TAO,tao,,,,,0,26
51009,-2,-140,2S 140W,NDBC,TAO,tao,,,,,0,27
51010,0,-170,0 170W,NDBC,TAO,tao,,,,,0,28
51011,0,-125,0 125W,NDBC,TAO,tao,,,,,0,29
51014,-5,-140,5S 140W,NDBC,TAO,tao,,,,,0,30
51015,5,-125,5N 125W,NDBC,TAO,tao,,,,,0,31
51016,2,-125,2N 125W,NDBC,TAO,tao,,,,,0,32
51017,-2,-125,2S 125W,NDBC,TAO,tao,,,,,0,33
51018,-5,-125,5S 125W,NDBC,TAO,tao,,,,,0,34
51019,-5,-155,5S 155W,NDBC,TAO,tao,,,,,0,35
51020,5,-155,5N 155W,NDBC,TAO,tao,,,,,0,36
51021,2,-155,2N 155W,NDBC,TAO,tao,,,,,0,37
51022,-2,-155,2S 155W,NDBC,TAO,tao,,,,,0,38
51023,0,-155,0 155W,NDBC,TAO,tao,,,,,0,39
51045,19.734,-155.082,"Hilo Bay, HI",Pacific Islands Ocean Observing System,IOOS Partners,buoy,n,n,y,n,0,
51046,20.024,-155.828,"Kawaihai, HI",Pacific Islands Ocean Observing System,IOOS Partners,buoy,n,n,y,n,0,
51101,24.361,-162.075,"NORTHWESTERN HAWAII TWO - 186 NM NW of Kauai Is., HI   ",NDBC,NDBC Meteorological/Ocean,other,y,n,n,n,0,
51201,21.671,-158.117,"Waimea Bay, HI (106)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51202,21.415,-157.678,"Mokapu Point, HI (098)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51205,21.018,-156.425,"Pauwela, Maui, HI (187)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,n,n,n,n,0,
51206,19.78,-154.97,"Hilo, Hawaii, HI (188)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51207,21.477,-157.752,"Kaneohe Bay, HI (198)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51208,22.285,-159.574,"Hanalei, Kauai, HI (202)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,n,n,n,n,0,
51209,-14.264,-170.493,"Aunuu, American Samoa (189)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51210,21.477,-157.756,"Kaneohe Bay, WETS, HI (225)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51211,21.297,-157.959,"Pearl Harbor Entrance, HI (233)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,y,n,n,0,
51212,21.323,-158.149,"Barbers Point, Kalaeloa, HI (238)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51213,20.75,-157.003,"Kaumalapau Southwest, Lanai, HI (239)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
51301,8,-155,8N 155W,NDBC,TAO,tao,,,,,0,40
51302,-8,-155,8S 155W,NDBC,TAO,tao,,,,,0,41
51303,5,-170,5N 170W,NDBC,TAO,tao,,,,,0,42
51304,-5,-170,5S 170W,NDBC,TAO,tao,,,,,0,43
51305,2,-170,2N 170W,NDBC,TAO,tao,,,,,0,44
51306,-2,-170,2S 170W,NDBC,TAO,tao,,,,,0,45
51307,8,-125,8N 125W,NDBC,TAO,tao,,,,,0,47
51308,-8,-125,8S 125W,NDBC,TAO,tao,,,,,0,48
51309,8,-170,8N 170W,NDBC,TAO,tao,,,,,0,46
51310,-8,-170,8S 170W,NDBC,TAO,tao,,,,,0,49
51311,0,-140,0 140W,NDBC,TAO,tao,,,,,0,50
51407,19.556,-156.538,"HAWAII - 34NM West of Kailua-Kona, HI",NDBC,Tsunami,dart,n,n,n,y,,
51425,-9.505,-176.262,"NORTHWEST APIA - 370 NM NW of Apia, Samoa",NDBC,Tsunami,dart,n,n,n,y,,
51wh0,22.667,-157.949,WHOTS - Woods Hole Ocean Time-series,Woods Hole Oceanographic Institution,IOOS Partners,buoy,y,n,y,n,0,
52001,2,165,2N 165E,NDBC,TAO,tao,,,,,0,51
52002,-2,165,2S 165E,NDBC,TAO,tao,,,,,0,52
52003,5,165,5N 165E,NDBC,TAO,tao,,,,,0,53
52004,-5,165,5S 165E,NDBC,TAO,tao,,,,,0,70
52006,8,165,8N 165E,NDBC,TAO,tao,,,,,0,55
52007,-8,165,8S 165E,NDBC,TAO,tao,,,,,0,56
52200,13.354,144.788,"Ipan, Guam (121)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,n,n,n,n,0,
52201,7.083,171.392,"Kalo, Majuro, Marshall Islands (163)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
52202,13.684,144.812,"Ritidian Point, Guam (196)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
52211,15.268,145.662,"Tanapag, Saipan, NMI (197)",Pacific Islands Ocean Observing System,IOOS Partners,buoy,y,n,n,n,0,
52309,5,180,5N 180W,NDBC,TAO,tao,,,,,0,73
52310,2,180,2N 180W,NDBC,TAO,tao,,,,,0,74
52311,0,180,0 180W,NDBC,TAO,tao,,,,,0,75
52312,-2,180,2S 180W,NDBC,TAO,tao,,,,,0,76
52313,-5,180,5S 180W,NDBC,TAO,tao,,,,,0,77
52315,8,180,8N 180W,NDBC,TAO,tao,,,,,0,78
52316,-8,180,8S 180W,NDBC,TAO,tao,,,,,0,79
52321,0,165,0 165E,NDBC,TAO,tao,,,,,0,80
52401,19.288,155.742,NORTHEAST SAIPAN - 610 NM ENE of Saipan,NDBC,Tsunami,dart,n,n,n,y,,
52402,11.929,153.909,SOUTHEAST SAIPAN - 540NM ESE of Saipan,NDBC,Tsunami,dart,n,n,n,y,,
52403,4.06,145.61,"NORTH MANUS - 345NM North of Manus Is , New Guinea",NDBC,Tsunami,dart,n,n,n,y,,
